日期,商品名稱,身份別,多方交易口數,多方交易契約金額(千元),空方交易口數,空方交易契約金額(千元),多空交易口數淨額,多空交易契約金額淨額(千元),多方未平倉口數,多方未平倉契約金額(千元),空方未平倉口數,空方未平倉契約金額(千元),多空未平倉口數淨額,多空未平倉契約金額淨額(千元)
2024/06/03,臺股期貨,自營商,14215,61021062,15126,64966786,-911,-3945724,4855,20985068,9728,42091531,-4873,-21106463
2024/06/03,臺股期貨,投信,1393,6031068,138,597180,1255,5433887,19562,84723022,7176,31079256,12386,53643766
2024/06/03,臺股期貨,外資及陸資,92437,396520165,94046,403538026,-1609,-7017860,36324,157309929,53023,229550096,-16699,-72240167
2024/06/04,臺股期貨,自營商,12983,55659122,12913,55326327,70,332795,4230,18017050,9210,39243846,-4980,-21226796
2024/06/04,臺股期貨,投信,454,1936480,668,2850988,-214,-914509,19556,83413787,7384,31495714,12172,51918073
2024/06/04,臺股期貨,外資及陸資,79551,341333157,81957,351751629,-2406,-10418472,31942,136236082,51031,217579795,-19089,-81343713
2024/06/05,臺股期貨,自營商,12717,54243843,14609,62347711,-1892,-8103868,2858,12234206,9688,41539177,-6830,-29304971
2024/06/05,臺股期貨,投信,228,977531,161,689095,67,288437,19567,83980602,7328,31451776,12239,52528826
2024/06/05,臺股期貨,外資及陸資,85268,363729399,82625,352439683,2643,11289717,33794,145034384,50240,215537451,-16446,-70503067
2024/06/06,臺股期貨,自營商,11396,49621533,12561,54734843,-1165,-5113310,2972,12957677,10962,47904850,-7990,-34947173
2024/06/06,臺股期貨,投信,601,2628364,854,3742936,-253,-1114572,19053,83347686,7067,30915298,11986,52432388
2024/06/06,臺股期貨,外資及陸資,87251,380050429,82362,358656297,4889,21394131,35182,153899533,45710,199867886,-10528,-45968353
2024/06/07,臺股期貨,自營商,7801,34057372,6505,28396916,1296,5660456,3008,13127147,9683,42350434,-6675,-29223287
2024/06/07,臺股期貨,投信,10,43582,547,2390900,-537,-2347318,18520,81093714,7071,30962495,11449,50131219
2024/06/07,臺股期貨,外資及陸資,60785,265490333,60863,265833054,-78,-342721,34704,151952388,45310,198304929,-10606,-46352541
2024/06/11,臺股期貨,自營商,11086,48426694,9940,43403541,1146,5023153,2903,12620729,8503,37024120,-5600,-24403391
2024/06/11,臺股期貨,投信,214,935381,138,601897,76,333484,18525,80770311,7000,30521400,11525,50248911
2024/06/11,臺股期貨,外資及陸資,72553,317055966,76703,335198982,-4150,-18143016,29587,128994119,45437,198012418,-15850,-69018299
2024/06/12,臺股期貨,自營商,11971,52302224,13213,57788886,-1242,-5486662,3319,14586657,10108,44510844,-6789,-29924187
2024/06/12,臺股期貨,投信,582,2565078,245,1072738,337,1492340,18847,83096945,6985,30798262,11862,52298683
2024/06/12,臺股期貨,外資及陸資,69512,303885686,64801,283241278,4711,20644407,33007,145514110,44146,194538995,-11139,-49024885
2024/06/13,臺股期貨,自營商,15897,70801200,15214,67823134,683,2978066,4367,19419955,10457,46633099,-6090,-27213144
2024/06/13,臺股期貨,投信,507,2255651,89,396829,418,1858822,19048,85045676,6768,30218721,12280,54826955
2024/06/13,臺股期貨,外資及陸資,86930,387365298,89896,400502024,-2966,-13136726,32985,147226980,46303,206548880,-13318,-59321900
2024/06/14,臺股期貨,自營商,12698,56669513,13475,60169143,-777,-3499631,4327,19382634,11206,50369891,-6879,-30987257
2024/06/14,臺股期貨,投信,5050,22564049,4881,21827731,169,736318,19117,85967664,6668,29952916,12449,56014748
2024/06/14,臺股期貨,外資及陸資,70950,316916115,70487,314828053,463,2088062,34494,155150304,47349,212835151,-12855,-57684847
2024/06/17,臺股期貨,自營商,13300,59726103,13530,60648110,-230,-922007,3302,14795746,10195,45699884,-6893,-30904138
2024/06/17,臺股期貨,投信,12707,56899790,12723,57175996,-16,-276206,19094,85491188,6661,29823287,12433,55667901
2024/06/17,臺股期貨,外資及陸資,92572,415492012,92909,416846572,-337,-1354560,34943,156622106,48135,215631189,-13192,-59009083
2024/06/18,臺股期貨,自營商,17277,78347732,17821,80811244,-544,-2463513,3289,14935704,10766,48895756,-7477,-33960052
2024/06/18,臺股期貨,投信,8014,36353388,7516,34179245,498,2174143,19505,88451292,6574,29812452,12931,58638840
2024/06/18,臺股期貨,外資及陸資,90213,409238901,89959,407964891,254,1274009,37294,169365596,50232,227992008,-12938,-58626412
2024/06/19,臺股期貨,自營商,25982,119764504,28213,129973822,-2231,-10209318,2006,9269974,9870,45659896,-7864,-36389922
2024/06/19,臺股期貨,投信,894,4121052,514,2378211,380,1742842,19636,90855772,6298,29140846,13338,61714926
2024/06/19,臺股期貨,外資及陸資,93440,430138493,89248,410839423,4192,19299070,31922,147701561,43518,201340125,-11596,-53638564
2024/06/20,臺股期貨,自營商,7062,32788013,6766,31413055,296,1374958,2393,11183606,9913,46342602,-7520,-35158996
2024/06/20,臺股期貨,投信,674,3141904,82,382891,592,2759013,20104,93994242,6174,28865920,13930,65128322
2024/06/20,臺股期貨,外資及陸資,53461,248149380,58393,271074082,-4932,-22924702,33023,154393858,49551,231662220,-16528,-77268362
2024/06/21,臺股期貨,自營商,9932,46052324,9292,43091826,640,2960497,2277,10568120,9288,43109230,-7011,-32541110
2024/06/21,臺股期貨,投信,81,375982,788,3659082,-707,-3283099,19453,90289154,6230,28915922,13223,61373232
2024/06/21,臺股期貨,外資及陸資,81307,377050959,83263,386153171,-1956,-9102212,31601,146672112,51749,240185111,-20148,-93512999
2024/06/24,臺股期貨,自營商,14173,64856081,13333,60991525,840,3864556,2559,11644149,8727,39713446,-6168,-28069297
2024/06/24,臺股期貨,投信,413,1879845,654,2978695,-241,-1098849,19573,89072808,6591,29994323,12982,59078485
2024/06/24,臺股期貨,外資及陸資,99781,456950293,99386,455168625,395,1781668,29547,134461090,50694,230693309,-21147,-96232219
2024/06/25,臺股期貨,自營商,13498,61154433,11739,53201565,1759,7952867,3852,17523309,8309,37800380,-4457,-20277071
2024/06/25,臺股期貨,投信,470,2134007,87,395453,383,1738554,19950,90760530,6585,29957799,13365,60802731
2024/06/25,臺股期貨,外資及陸資,90288,409318449,92254,418182777,-1966,-8864328,29114,132449948,52227,237597411,-23113,-105147463
2024/06/26,臺股期貨,自營商,11409,52108684,12760,58320013,-1351,-6211328,3205,14662331,8818,40343011,-5613,-25680680
2024/06/26,臺股期貨,投信,770,3522380,35,159968,735,3362412,20597,94235394,6497,29725074,14100,64510320
2024/06/26,臺股期貨,外資及陸資,76531,349312785,77944,355843994,-1413,-6531208,28735,131465975,54387,248826867,-25652,-117360892
2024/06/27,臺股期貨,自營商,8722,39666436,8468,38514147,254,1152289,3393,15470068,8648,39429503,-5255,-23959435
2024/06/27,臺股期貨,投信,245,1117150,153,697366,92,419784,20693,94347664,6501,29640659,14192,64707005
2024/06/27,臺股期貨,外資及陸資,71101,323183152,69830,317420661,1271,5762491,28227,128696363,52629,239954911,-24402,-111258548
2024/06/28,臺股期貨,自營商,10299,47253136,10442,47927718,-143,-674582,3835,17625825,9225,42397581,-5390,-24771756
2024/06/28,臺股期貨,投信,1144,5260403,10,45962,1134,5214442,21735,99894060,6409,29455764,15326,70438296
2024/06/28,臺股期貨,外資及陸資,76208,349540485,78315,359194885,-2107,-9654400,29422,135220983,55931,257057630,-26509,-121836647
2024/07/01,臺股期貨,自營商,9090,41876903,9572,44104224,-482,-2227321,3660,16833228,9475,43575158,-5815,-26741930
2024/07/01,臺股期貨,投信,784,3604820,25,114963,759,3489858,22494,103440908,6409,29472427,16085,73968481
2024/07/01,臺股期貨,外資及陸資,66608,306751858,66014,304064881,594,2686978,30864,141932698,56808,261241114,-25944,-119308416
2024/07/02,臺股期貨,自營商,11568,52886656,11816,54015844,-248,-1129188,3855,17610883,9959,45490071,-6104,-27879188
2024/07/02,臺股期貨,投信,368,1680406,332,1515323,36,165083,22652,103451684,6531,29827077,16121,73624607
2024/07/02,臺股期貨,外資及陸資,76871,351566880,75881,347044108,990,4522772,30164,137762377,55139,251827873,-24975,-114065496
2024/07/03,臺股期貨,自營商,10291,47408620,11298,52064490,-1007,-4655870,3905,18105929,11014,51068667,-7109,-32962738
2024/07/03,臺股期貨,投信,1649,7639305,5,23160,1644,7616145,24097,111728150,6332,29358951,17765,82369199
2024/07/03,臺股期貨,外資及陸資,61512,283075330,61997,285290862,-485,-2215532,29317,135928681,54777,253977730,-25460,-118049049
2024/07/04,臺股期貨,自營商,9454,44413870,10084,47398539,-630,-2984669,3797,17939308,11542,54529391,-7745,-36590083
2024/07/04,臺股期貨,投信,1172,5520308,248,1170248,924,4350060,24702,116697188,6013,28406615,18689,88290573
2024/07/04,臺股期貨,外資及陸資,63424,297694487,64545,302984022,-1121,-5289535,29853,141030617,55479,262095319,-25626,-121064702
2024/07/05,臺股期貨,自營商,6389,30166852,5364,25324915,1025,4841938,4195,19780109,10925,51509461,-6730,-31729352
2024/07/05,臺股期貨,投信,516,2431819,46,216811,470,2215008,25173,118670557,6014,28351199,19159,90319358
2024/07/05,臺股期貨,外資及陸資,37938,179166868,40810,192751413,-2872,-13584545,27560,129924929,56058,264274278,-28498,-134349349
2024/07/08,臺股期貨,自營商,11363,54014310,11442,54414985,-79,-400675,4936,23605572,11742,56154013,-6806,-32548441
2024/07/08,臺股期貨,投信,851,4067745,147,703578,704,3364167,25670,122748782,5807,27767898,19863,94980884
2024/07/08,臺股期貨,外資及陸資,73354,348262671,73572,349283143,-218,-1020472,28109,134411543,57541,275152343,-29432,-140740800
2024/07/09,臺股期貨,自營商,15756,75205455,14350,68511884,1406,6693571,6255,29879989,11749,56124998,-5494,-26245009
2024/07/09,臺股期貨,投信,1702,8126294,135,648141,1567,7478153,27226,130036821,5796,27682855,21430,102353966
2024/07/09,臺股期貨,外資及陸資,85034,406103204,90387,431653450,-5353,-25550247,24335,116231266,59120,282374685,-34785,-166143419
2024/07/10,臺股期貨,自營商,10737,51242541,12187,58180017,-1450,-6937476,5306,25470494,12195,58545085,-6889,-33074591
2024/07/10,臺股期貨,投信,613,2939182,76,364549,537,2574633,27760,133259064,5793,27808501,21967,105450563
2024/07/10,臺股期貨,外資及陸資,71193,339652183,69469,331401292,1724,8250891,24821,119146910,58449,280575972,-33628,-161429062
2024/07/11,臺股期貨,自營商,11395,55276573,11483,55721769,-88,-445196,4590,22371643,11645,56763384,-7055,-34391741
2024/07/11,臺股期貨,投信,861,4193029,147,715727,714,3477302,28304,137958913,5623,27407497,22681,110551416
2024/07/11,臺股期貨,外資及陸資,68614,332687050,70235,340543419,-1621,-7856368,23678,115406475,58927,287217268,-35249,-171810793
2024/07/12,臺股期貨,自營商,16661,80017898,14630,70231937,2031,9785961,6937,33045794,11921,56790870,-4984,-23745076
2024/07/12,臺股期貨,投信,3928,18759325,3719,17751462,209,1007863,28809,137213868,5919,28191240,22890,109022628
2024/07/12,臺股期貨,外資及陸資,109565,526443821,113148,543745047,-3583,-17301225,24467,116539123,64796,308623928,-40329,-192084805
2024/07/15,臺股期貨,自營商,18130,86728593,18951,90677460,-821,-3948867,5911,28201880,11736,55997723,-5825,-27795843
2024/07/15,臺股期貨,投信,14947,71334418,17042,81321338,-2095,-9986920,26713,127435747,5918,28232107,20795,99203640
2024/07/15,臺股期貨,外資及陸資,122577,586525335,118466,566881320,4111,19644015,24346,116146613,60564,288923909,-36218,-172777296
2024/07/16,臺股期貨,自營商,20522,98389089,20701,99280844,-179,-891754,6002,28807804,12031,57749858,-6029,-28942054
2024/07/16,臺股期貨,投信,13869,66560136,13448,64546627,421,2013509,27054,129837530,5838,28017730,21216,101819800
2024/07/16,臺股期貨,外資及陸資,111908,536311728,112840,540850273,-932,-4538545,24334,116784664,61468,294995883,-37134,-178211219
2024/07/17,臺股期貨,自營商,24610,117490686,21306,101808698,3304,15681988,5769,27443099,7643,36363373,-1874,-8920274
2024/07/17,臺股期貨,投信,306,1455669,619,2951945,-313,-1496276,26862,127750300,5959,28339812,20903,99410488
2024/07/17,臺股期貨,外資及陸資,95190,454801508,99826,476835847,-4636,-22034339,18890,89844515,53732,255551729,-34842,-165707214
2024/07/18,臺股期貨,自營商,11834,55283484,11374,53147145,460,2136339,7618,35640126,9045,42324682,-1427,-6684556
2024/07/18,臺股期貨,投信,764,3577429,149,697440,615,2879989,27606,129124304,6088,28476011,21518,100648293
2024/07/18,臺股期貨,外資及陸資,103487,483752955,109511,511850037,-6024,-28097082,18237,85308870,61270,286596731,-43033,-201287861
2024/07/19,臺股期貨,自營商,14799,68302300,14592,67381548,207,920752,8015,36731684,9168,42021788,-1153,-5290104
2024/07/19,臺股期貨,投信,334,1530675,272,1246900,62,283776,27901,127825641,6321,28959029,21580,98866612
2024/07/19,臺股期貨,外資及陸資,145968,674961380,140172,647951840,5796,27009540,18832,86285824,56069,256892395,-37237,-170606571
2024/07/22,臺股期貨,自營商,18277,82359553,17894,80592275,383,1767278,10425,46662524,11175,50023444,-750,-3360920
2024/07/22,臺股期貨,投信,579,2592665,462,2069016,117,523648,28235,126345978,6538,29256242,21697,97089736
2024/07/22,臺股期貨,外資及陸資,137916,623135943,140918,636868223,-3002,-13732280,17956,80357516,58195,260428471,-40239,-180070955
2024/07/23,臺股期貨,自營商,10157,46118346,11726,53224466,-1569,-7106120,8027,36668773,10369,47371300,-2342,-10702527
2024/07/23,臺股期貨,投信,1008,4603646,235,1073424,773,3530222,28590,130570530,6120,27950040,22470,102620490
2024/07/23,臺股期貨,外資及陸資,78720,356910374,72846,330290069,5874,26620305,20659,94357573,53484,244274304,-32825,-149916731
2024/07/26,臺股期貨,自營商,14635,64985818,13763,61139652,872,3846166,8964,39627965,10405,46003544,-1441,-6375579
2024/07/26,臺股期貨,投信,813,3593894,431,1905638,382,1688256,29366,129774227,6514,28786669,22852,100987558
2024/07/26,臺股期貨,外資及陸資,88282,393861698,92868,414292560,-4586,-20430863,18517,81841444,55928,247177558,-37411,-165336114
2024/07/29,臺股期貨,自營商,9518,42456344,10126,45176585,-608,-2720241,8386,37339784,10433,46460220,-2047,-9120436
2024/07/29,臺股期貨,投信,277,1233062,335,1491484,-58,-258421,29165,129819248,6371,28358595,22794,101460653
2024/07/29,臺股期貨,外資及陸資,80322,358107158,79250,353358030,1072,4749128,18143,80766713,54440,242338855,-36297,-161572142
2024/07/30,臺股期貨,自營商,13899,61277208,13855,61104878,44,172331,8737,38896049,10788,48032816,-2051,-9136767
2024/07/30,臺股期貨,投信,467,2077025,325,1436882,142,640143,29249,130169750,6313,28095375,22936,102074375
2024/07/30,臺股期貨,外資及陸資,88805,391449428,91541,403673533,-2736,-12224106,18307,81482531,57340,255202957,-39033,-173720426
2024/07/31,臺股期貨,自營商,12349,54660159,12937,57293326,-588,-2633167,7614,33945155,10313,45984714,-2699,-12039559
2024/07/31,臺股期貨,投信,164,730073,151,672378,13,57695,29258,130397054,6309,28117951,22949,102279103
2024/07/31,臺股期貨,外資及陸資,95626,423017020,93722,414743123,1904,8273897,19315,86090628,56444,251573655,-37129,-165483027
2024/08/01,臺股期貨,自營商,9717,43861663,9359,42266396,358,1595266,7351,33321617,9859,44696766,-2508,-11375149
2024/08/01,臺股期貨,投信,1874,8489285,87,393873,1787,8095412,30787,139526684,6051,27423132,24736,112103552
2024/08/01,臺股期貨,外資及陸資,83125,375097271,87550,395078423,-4425,-19981152,19247,87233252,60589,274600781,-41342,-187367529
2024/08/02,臺股期貨,自營商,18134,79697971,15603,68475472,2531,11222498,9234,39761215,9362,40325885,-128,-564670
2024/08/02,臺股期貨,投信,274,1183340,1094,4727447,-820,-3544107,30550,131523860,6634,28560697,23916,102963163
2024/08/02,臺股期貨,外資及陸資,117004,515754714,118002,520553199,-998,-4798485,18688,80460576,63788,274630781,-45100,-194170205
2024/08/05,臺股期貨,自營商,24318,98687803,22235,89888455,2083,8799348,8385,32504461,6718,26049979,1667,6454482
2024/08/05,臺股期貨,投信,742,2879203,1359,5314713,-617,-2435510,31151,120703895,7852,30424930,23299,90278965
2024/08/05,臺股期貨,外資及陸資,173448,710174278,169433,693811208,4015,16363070,18818,72920854,58264,225774044,-39446,-152853190
2024/08/06,臺股期貨,自營商,18815,75501722,21900,87961699,-3085,-12459977,7438,30412304,8576,35073941,-1138,-4661637
2024/08/06,臺股期貨,投信,2557,10480167,616,2455319,1941,8024848,33294,136205754,8054,32948914,25240,103256840
2024/08/06,臺股期貨,外資及陸資,187824,752132634,185445,743332664,2379,8799970,21454,87748608,56979,233061169,-35525,-145312561
2024/08/07,臺股期貨,自營商,16778,69906798,17947,74802634,-1169,-4895836,5879,24855598,8210,34712983,-2331,-9857385
2024/08/07,臺股期貨,投信,1842,7800333,243,1030043,1599,6770289,34251,144826928,7412,31340901,26839,113486027
2024/08/07,臺股期貨,外資及陸資,149124,616984810,147935,612388601,1189,4596210,24475,103485499,56407,238503115,-31932,-135017616
2024/08/08,臺股期貨,自營商,12033,50346868,11147,46705234,886,3641634,6174,25549894,7518,31118513,-1344,-5568619
2024/08/08,臺股期貨,投信,237,983227,368,1524895,-131,-541668,34459,142646476,7751,32085984,26708,110560492
2024/08/08,臺股期貨,外資及陸資,122580,514369058,122432,513823843,148,545216,24700,102236769,56509,233901203,-31809,-131664434
2024/08/09,臺股期貨,自營商,12905,54962619,13772,58661258,-867,-3698639,6125,26288729,8264,35496471,-2139,-9207742
2024/08/09,臺股期貨,投信,1642,7052497,376,1611133,1266,5441364,35696,153371434,7722,33178213,27974,120193221
2024/08/09,臺股期貨,外資及陸資,125415,532630484,125612,533492093,-197,-861609,25921,111347616,57927,248815257,-32006,-137467641
2024/08/12,臺股期貨,自營商,10312,44699289,10252,44471928,60,227361,6097,26412624,7858,34055541,-1761,-7642917
2024/08/12,臺股期貨,投信,896,3885587,865,3756664,31,128923,36161,156765167,8155,35353332,28006,121411835
2024/08/12,臺股期貨,外資及陸資,93987,406743679,96693,418605770,-2706,-11862091,23616,102360740,58328,252807828,-34712,-150447088
